Observed,Trend,Seasonal,Residual
100972.0,101026.65000000001,1.561279945218161,-56.21127994522689
101021.0,101027.04000000001,1.4027341279648522,-7.442734127973001
101004.0,101027.63,2.6627118006465818,-26.29271180065124
101011.0,101028.18000000001,0.6701391377558572,-17.850139137763424
101017.0,101028.77,0.38783493124059243,-12.157834931244667
101021.0,101029.42000000001,1.6503629394907722,-10.070362939503578
101029.0,101030.12000000001,1.4577902766011022,-2.5777902766109975
101031.0,101030.87999999999,2.98937868753592,-2.8693786875260248
101029.0,101031.92000000001,1.6210488946785868,-4.541048894691393
101035.0,101033.17000000001,1.1092988963020993,0.720701103685095
101038.0,101034.34,-0.3856517380063959,4.045651738009888
101034.0,101035.54000000001,0.1781996133442475,-1.7181996133523967
101042.0,101036.53,1.6238077214524345,3.8461922785487297
101046.0,101037.25000000001,-0.3025436298988581,9.052543629884306
101053.0,101037.88,1.3767806944247347,13.743219305570609
101040.0,101038.28999999998,-0.14909768395237727,1.859097683973332
