seq,timestamp_ms,red,ir,red_corrected,ir_corrected,time_diff
149,138056,40591,100919,2.4940469043942173,20.060129805716706,21.0
150,138077,40593,100937,3.8227177784381023,37.61675031828032,21.0
151,138100,40593,100945,3.626998774082394,45.43055605608166,23.0
152,138116,40580,100950,-9.109987513629466,50.19581966751621,16.0
153,138134,40588,100954,-1.2209757131419918,53.84616001459,18.0
154,138162,40600,100963,10.897875671943384,62.53271351378793,28.0
155,138173,40599,100908,9.545100840345864,7.4982379709048494,11.0
156,138198,40595,100949,5.849026986960442,48.49657095689852,25.0
158,138234,40596,100946,6.753532957738673,44.7980032641626,16.0
159,138266,40596,100941,7.129782163144999,39.605068831731394,32.0
160,138289,40588,100905,-0.7749589865736262,3.621814079640721,23.0
161,138304,40593,100933,4.574662929861999,31.454003589982083,15.0
162,138315,40598,100927,8.55169519803938,25.43705984342633,11.0
163,138338,40598,100923,8.081626821834995,21.26042923872413,23.0
164,138360,40601,100942,11.65116358204192,39.81793832922477,22.0
165,138382,40591,100921,0.8884436335796968,18.697285224352736,22.0
166,138394,40572,100931,-17.116480187711186,28.951370502140616,12.0
167,138419,40594,100945,4.8522586934677285,42.51230150183911,25.0
168,138434,40595,100941,5.42493072223874,38.05742602225446,15.0
169,138463,40598,100958,7.449837298542151,55.11721510908524,29.0
170,138473,40598,100969,7.534874504941788,65.70136653771715,10.0
171,138494,40600,100967,9.024237445941749,63.3717905321314,21.0
172,138515,40586,100962,-4.743680762154822,57.60582628836895,21.0
173,138538,40602,100957,11.797763022444556,52.63384785980101,23.0
174,138570,40601,100965,10.455952529911084,60.61921470963371,32.0
175,138584,40588,100963,-2.6422478848749167,57.91423845226238,14.0
176,138597,40591,100958,0.0352415928943985,52.336000284044125,13.0
177,138620,40606,100970,14.902505017043955,64.07991096208893,23.0
178,138642,40602,100963,10.7759519210756,57.02740755796056,22.0
179,138653,40571,100975,-19.63672264609508,68.74210432880217,11.0
180,138676,40601,100971,10.56692590259843,64.56815482964002,23.0
182,138719,40610,100982,18.34532097825899,74.48537619313868,23.0
183,138738,40593,100971,1.2420053333576844,63.42637038705095,19.0
184,138764,40594,100963,2.538189684577194,55.10989990273013,26.0
185,138775,40602,100919,10.56476078400314,11.160879975832732,11.0
186,138797,40608,100976,16.44567269198432,67.6606595984859,22.0
187,138818,40621,100990,29.38958885776122,80.83830145767593,21.0
188,138830,40607,100984,15.135105305202451,74.45942246524383,12.0
190,138886,40601,100977,7.588830729642197,67.3043880216689,36.0
191,138897,40638,100991,44.85355078714752,80.65188949368856,11.0
192,138919,40597,100978,3.608950635659309,67.16060186233442,22.0
193,138940,40594,100982,0.20602446572875,71.00098115231981,21.0
195,138983,40611,100984,16.73021302514697,72.22538123562879,23.0
196,138994,40594,100981,-0.0231692078486762,68.77045952847791,11.0
197,139021,40610,100986,17.240883986231836,73.50443838693238,27.0
198,139047,40606,100976,12.937954413488727,63.39212737911107,26.0
199,139058,40610,100986,16.748359133715795,72.92732859738655,11.0
203,139142,40604,100974,10.654127841314155,60.00559592385647,24.0
204,139153,40605,100968,11.466054196475795,53.52619687083282,11.0
205,139171,40612,100967,18.64085571349612,51.72665602902834,18.0
207,139226,40601,100984,6.541347550289349,68.5657120817496,35.0
208,139236,40609,100977,14.22418035214836,60.94780701180571,10.0
209,139257,40609,100980,14.46099536943407,63.34725557370405,21.0
210,139282,40608,100995,13.02581751482834,78.33354226978737,25.0
211,139295,40606,100986,10.936416424028994,69.05272773907078,13.0
212,139310,40619,100984,24.160371649747027,66.56780629623171,15.0
213,139340,40611,101004,16.675110153232264,86.07959888970181,30.0
214,139354,40605,100992,10.297996805228143,73.88912088076282,14.0
215,139375,40608,101006,12.762357367444666,87.4952231349567,21.0
216,139396,40615,100991,20.29422850675538,71.68006231205361,21.0
217,139417,40621,101000,26.167631873311883,80.37443433873396,21.0
218,139438,40618,101010,22.65585287327765,90.18603454893972,21.0
219,139468,40627,101001,31.46831507140222,80.66166201524933,30.0
220,139490,40612,101010,15.954407933213174,89.173331286561,22.0
221,139503,40619,101018,23.02995773401644,96.65198886503232,13.0
222,139514,40618,101008,22.02517208241644,86.28971331525902,11.0
223,139535,40632,101016,36.18534325789945,93.6124844946532,21.0
224,139557,40624,101028,27.40997379644361,105.1671851574632,22.0
226,139605,40625,101023,28.21867645462449,99.183425841179,28.0
227,139631,40630,101036,33.038409791183845,111.51862803654308,26.0
228,139648,40560,101045,-36.67583001612161,119.968253620439,17.0
229,139663,40629,101031,31.87546338365061,105.57060815817673,15.0
230,139674,40622,101045,24.79082084750788,118.96706275295084,11.0
232,139715,40625,101037,27.03723791244276,109.90618491446855,21.0
233,139737,40617,101059,18.770349957098343,130.94707798786493,22.0
234,139758,40628,101043,30.06332628009921,114.33382497791276,21.0
235,139779,40630,101044,31.930293591732745,114.8657614907582,21.0
236,139801,40624,101045,25.52892684400948,115.44599729985248,22.0
237,139823,40627,101044,28.79487879342448,113.80522187160244,22.0
240,139874,40621,101075,22.920827855889748,142.34452636726968,11.0
241,139895,40628,101028,29.410979389971963,94.9343062431115,21.0
242,139930,40641,101028,41.80709174279248,94.70461165203858,35.0
243,139949,40620,101020,20.93531758759036,86.17371851488369,19.0
245,139980,40621,101036,21.738924771900265,100.70161608972994,11.0
246,140001,40627,101043,26.85676679236209,107.47435118322298,21.0
248,140045,40636,101042,35.459878751129594,105.42126280627824,24.0
249,140067,40658,101031,57.06277664027419,93.72171161039697,22.0
251,140099,40646,101055,44.34113202217399,116.86188648758204,12.0
252,140120,40642,101059,40.79084633412184,120.39889700817528,21.0
253,140142,40640,101061,38.38536645118704,121.64300698706268,22.0
255,140183,40672,101071,70.06329091709318,130.27041065968996,21.0
256,140207,40650,101108,47.61418571410741,166.60910189668914,24.0
257,140229,40636,101080,33.218818749499306,137.87588319044704,22.0
258,140248,40660,101066,57.39774043060444,123.07332306742336,19.0
259,140259,40639,101066,36.19518106065376,122.41564023664948,11.0
260,140280,40632,101071,28.548059732216394,127.00083351373662,21.0
261,140301,40640,101082,36.851410870925214,137.4918753879826,21.0
262,140322,40636,101085,32.726459973282175,139.21818137193395,21.0
263,140344,40644,101071,40.7551160539802,124.7307658131357,22.0
264,140361,40635,101097,30.94548353632321,150.25413318663064,17.0
265,140382,40651,101088,46.29698589955861,140.66996336669635,21.0
266,140395,40643,101087,38.31227746197261,138.79756937976202,13.0
267,140417,40633,101090,28.741949303978824,140.7691531019257,22.0
268,140440,40659,101071,54.17324429278362,121.49347401699993,23.0
269,140464,40638,101078,33.27424212639752,127.50973242929815,24.0
270,140475,40661,101074,55.92522154185582,122.840701390334,11.0
271,140498,40654,101074,47.90190676681837,122.60384256885064,23.0
272,140526,40647,101076,40.78650351611139,123.8657325600173,28.0
273,140545,40647,101082,40.90307590474677,129.00194297826016,19.0
274,140556,40638,101075,31.887714367734795,121.33546385548794,11.0
275,140579,40652,101087,45.57027599665554,132.8096286880902,23.0
276,140602,40652,101096,45.18791947829185,141.308127916776,23.0
277,140614,40638,101076,31.058783664422634,120.59699037011306,12.0
278,140642,40641,101074,34.02127742856345,117.74855670972472,28.0
279,140659,40645,101075,37.907676631323866,118.13601649535586,17.0
280,140687,40647,101072,39.79061692180172,114.66721000568852,28.0
281,140697,40659,101085,51.36161047086917,127.03494753028777,10.0
282,140720,40627,101072,19.624104092356877,113.58988474754256,23.0
283,140742,40642,101055,34.03239478873334,96.08667694270036,22.0
284,140765,40643,101072,35.170865285920044,112.47826504060546,23.0
285,140777,40655,101054,46.80012929532314,93.91878837088596,12.0
286,140809,40653,101061,44.58587569887127,100.49437017020178,32.0
287,140816,40636,101088,27.322261992677024,126.9235776897585,7.0
289,140863,40647,101060,37.61926593522473,97.6181280760989,27.0
291,140905,40653,101071,43.70459749446321,107.97935687798972,22.0
292,140915,40672,101061,61.994511470094224,97.55798381855811,10.0
293,140945,40652,101069,42.22607418729864,104.79276003101212,30.0
294,140959,40648,101086,37.80531220541173,121.21526202005217,14.0
296,141003,40653,101073,42.033327911604985,107.32295282010932,24.0
297,141025,40658,101068,46.69339911347335,101.66488588291294,22.0
298,141036,40667,101107,55.53699403216426,139.95687741670292,11.0
299,141058,40665,101068,53.34330784308099,100.61989159555672,22.0
300,141087,40657,101078,45.612546526583465,109.9380917377348,29.0
301,141101,40650,101080,38.29633649224314,111.13360128507978,14.0
302,141119,40654,101086,41.72945838961289,116.65068058358996,18.0
304,141165,40662,101086,47.7078306606862,115.77439753967008,26.0
305,141187,40664,101077,50.80762592628111,105.94356142909398,22.0
306,141197,40658,101067,44.829234960553045,95.45041164437464,10.0
307,141219,40671,101091,57.195997630269154,119.23478790290643,22.0
308,141236,40667,101086,53.14700094744615,113.46951122789152,17.0
309,141261,40669,101097,54.70412813063699,123.61698361546112,25.0
310,141283,40668,101101,53.4884586699131,127.059728672164,22.0
311,141296,40659,101090,44.535605132608126,115.62851026559986,13.0
312,141320,40660,101094,45.794954497603726,118.73774758225,24.0
313,141342,40660,101103,45.286581023003016,127.07781169257731,22.0
314,141363,40658,101107,42.29154717327389,131.0409373791418,21.0
315,141387,40663,101115,47.02260232031641,137.86565316953127,24.0
316,141400,40669,101101,52.43385853282038,123.09109069208309,13.0
317,141412,40663,101101,46.37296743196366,122.38746256191016,12.0
319,141464,40676,101118,58.64162276184626,138.2929143995041,32.0
320,141485,40673,101127,55.76599666819959,146.45906851258448,21.0
323,141550,40674,101047,56.75912058658038,65.27679907198579,25.0
324,141564,40673,101040,55.7032764728488,57.88358235420336,14.0
325,141580,40661,101083,43.29946317088062,100.43565594130578,16.0
326,141608,40671,101096,52.28916820532384,113.00101787499202,28.0
327,141620,40673,101071,54.00882733832167,87.60794769649333,12.0
328,141645,40633,101081,14.60657568817217,97.18645352481758,25.0
329,141667,40660,101020,40.22838246975441,35.58946748043936,22.0
330,141684,40649,101058,30.77361249353318,73.20659853282422,17.0
331,141706,40659,101060,39.64402943193412,75.41859703333472,22.0
332,141733,40651,101037,30.79057864125168,52.17295082518103,27.0
333,141743,40637,101034,16.756521773184588,48.66304825008419,10.0
334,141765,40679,101041,58.51810741078259,54.8907178647049,22.0
337,141816,40650,101060,29.780951466633997,73.74371743159372,11.0
338,141839,40653,101025,32.33056526767658,38.2297643632484,23.0
339,141857,40644,101023,23.265398361992496,35.840674609891764,18.0
340,141876,40658,101036,37.38877864216607,48.710697931985024,19.0
341,141910,40646,101033,25.45604852803121,45.6896295864406,34.0
342,141920,40656,101029,35.47771616616406,41.31081450215728,10.0
344,141967,40653,101029,31.828562743239527,41.08458587476176,27.0
345,141978,40633,101016,11.862185939826706,27.904925491507875,11.0
346,142001,40644,101010,22.69130449986386,21.560004789511943,23.0
347,142034,40648,101021,26.36910319232895,32.46463209438804,33.0
348,142050,40641,101020,18.80890789392072,31.48073164816054,16.0
349,142062,40647,100980,24.45946809368614,-8.675984235956236,12.0
353,142144,40642,101025,17.713196901582748,35.87483099888057,22.0
354,142166,40638,101018,13.80086617940016,28.72682621739441,22.0
355,142185,40631,101014,7.3745350365772975,24.336198724713785,19.0
356,142196,40659,101025,35.67347027786867,35.240968876800466,11.0
357,142218,40657,101039,33.02428509386134,49.11788367723751,22.0
358,142239,40644,101034,20.154878122961076,43.91803551413927,21.0
359,142260,40650,101013,26.5200528947093,22.60883457975169,21.0
360,142281,40646,101024,22.79475313408369,33.36948060727991,21.0
361,142296,40664,101033,40.683832235421725,42.337591881523686,15.0
362,142322,40662,101011,38.58958734651192,20.24120954948428,26.0
363,142351,40660,101012,35.99077257796339,21.123666626754964,29.0
364,142365,40670,101023,45.62756858076684,31.81579792985513,14.0
365,142386,40667,101012,42.10041374654035,20.64401672643254,21.0
366,142397,40650,100972,24.59774042317602,-19.239554302928248,11.0
367,142418,40642,101021,17.41601458618675,29.70621280224,21.0
368,142444,40652,101004,26.333311591812567,12.899528787553194,26.0
369,142456,40662,101011,36.13939186360916,19.598676021001907,12.0
371,142507,40669,101021,42.5275578411996,29.310165130111574,31.0
372,142519,40662,101029,35.198571459607884,37.28224966954573,12.0
373,142541,40659,101031,32.237539908747394,38.68421386612325,22.0
374,142562,40660,101029,33.18036131179324,35.98159815054033,21.0
375,142591,40659,101035,30.64329460491569,42.412507198148695,29.0
376,142609,40660,101038,32.274601460722224,45.02365598385881,18.0
377,142620,40675,101034,47.42902681679772,40.700851368927566,11.0
379,142667,40658,101046,30.178010748878933,52.26564111817645,27.0
380,142678,40666,101053,37.859841669328645,59.068948959871854,11.0
382,142720,40668,101045,39.35377243728564,50.4085637133177,22.0
383,142755,40663,101042,34.2771582622462,47.20300226687423,35.0
384,142759,40643,101047,14.180534658099493,51.92509951527419,4.0
386,142806,40673,101043,43.730087260206446,47.30589730623619,27.0
387,142817,40652,101058,22.65038643677168,61.99983298046871,11.0
388,142839,40680,101055,50.05427831433746,58.95295895777934,22.0
389,142862,40653,101055,22.83777026551398,58.64089090690558,23.0
390,142885,40674,101056,43.46254974026799,58.94860202357831,23.0
391,142902,40664,101046,33.404903006480986,48.72192623842479,17.0
392,142921,40667,101055,36.28237062095148,57.71473605323411,19.0
393,142948,40676,101045,44.87199829467626,47.510725417380726,27.0
394,142960,40670,101051,38.63013771696238,53.02816386813041,12.0
395,142982,40670,101053,39.03783910230563,54.798344375119896,22.0
396,143003,40666,101038,34.58298591317205,39.7610334705927,21.0
397,143024,40662,101063,30.52023508243888,64.32686422152857,21.0
398,143038,40666,101054,34.13002117523722,54.893796358654846,14.0
399,143062,40674,101050,41.4925858299429,50.73049215938647,24.0
400,143089,40674,101071,41.82526831221371,71.36457222578359,27.0
402,143128,40690,101071,57.34913461869171,70.51379956718533,19.0
403,143140,40725,101066,91.96933565493038,65.22312030614768,12.0
404,143161,40671,101049,36.89975286426976,48.08134616184197,21.0
405,143174,40677,101046,43.05862068313383,44.80085336414749,13.0
406,143205,40680,101034,45.84316099689417,32.67956443744325,31.0
407,143235,40676,101030,41.9304143747581,28.375368863878293,30.0
408,143247,40669,101030,34.86629686860752,28.30079748064377,12.0
409,143258,40689,101038,54.385921135069054,36.322654468637005,11.0
410,143280,40667,101032,31.90526063105,30.067878641241236,22.0
411,143301,40676,101021,41.340003876152,18.64797914055748,21.0
412,143322,40671,101001,35.77125635348525,-1.161217551980763,21.0
413,143340,40659,101019,23.467512919799283,17.050505310005814,18.0
414,143356,40663,101010,27.11318506135094,7.993183079776629,16.0
416,143404,40653,101024,17.10554048296718,21.467205301684626,28.0
417,143427,40668,101007,31.579380437680204,4.883599686266457,23.0
418,143438,40659,101025,22.72698799100518,22.719695301006883,11.0
419,143461,40675,101023,38.82962301538407,20.02425419848708,23.0
420,143487,40669,101018,32.15046060401955,15.2584267073103,26.0
421,143504,40671,101017,34.153477383129726,14.249825214505156,17.0
422,143526,40687,101024,49.99906777562798,21.00548599819181,22.0
423,143547,40669,101005,31.73602970523392,1.9030979664444987,21.0
424,143562,40677,101042,39.84732693002314,38.58723404251337,15.0
425,143585,40663,101024,25.20100636879342,20.664890547672,23.0
426,143599,40682,101018,44.31402999280854,14.77505707731485,14.0
427,143626,40671,101021,32.62642200741321,17.639143331638135,27.0
428,143639,40688,101019,49.64464730695817,15.293602663064789,13.0
430,143687,40676,101026,36.92568751263017,22.4129776870846,28.0
431,143710,40673,101017,34.35724684247173,13.213958498038652,23.0
432,143723,40679,100978,40.126543746885,-25.70934845170561,13.0
433,143748,40671,101017,31.82846878721977,13.31024537646704,25.0
434,143761,40670,101026,30.75965438057369,21.96088563104296,13.0
435,143786,40668,101020,28.61210004402678,15.820137590085135,25.0
436,143802,40668,101027,28.361531738863487,23.002375301733696,16.0
437,143824,40662,101035,22.24404003960824,31.0670068628054,22.0
438,143845,40685,101030,44.353587987671055,25.58345464300819,21.0
439,143859,40680,101026,39.6727314735732,21.122256342894147,14.0
440,143880,40671,101033,30.489658585276192,28.0787759013106,21.0
441,143903,40679,101018,37.620954859478026,13.657844324062438,23.0
442,143935,40685,101023,44.44594768644818,17.733808733484913,32.0
443,143941,40698,101019,57.20782517665046,13.645578012673283,6.0
447,144025,40673,101000,31.469999361298854,-5.158346788588802,24.0
448,144046,40666,100989,23.931758740184502,-15.883911130896982,21.0
449,144059,40653,101013,11.154508746115344,7.944223942849669,13.0
450,144091,40659,100989,16.452123101529963,-15.819664039535652,32.0
451,144101,40676,100975,33.19782190596396,-29.71524310158499,10.0
452,144126,40675,100983,32.02471328315425,-21.784333382222226,25.0
453,144151,40668,100980,25.22818847604475,-24.610657361761117,25.0
454,144164,40666,100984,23.117981517656645,-20.47637036621629,13.0
455,144185,40669,100984,25.53850554253056,-20.5405923490074,21.0
456,144199,40696,101000,53.13438002098735,-4.614229529432383,14.0
457,144221,40668,100998,23.98899961359582,-6.652145895640438,22.0
458,144250,40682,101000,37.76757945648775,-3.976273417949797,29.0
459,144275,40678,100999,33.78663311186601,-5.479721877051583,25.0
460,144286,40673,101004,28.792148660949195,-0.7698562731333851,11.0
462,144322,40670,100998,25.590977768448592,-6.136713321454624,16.0
463,144350,40671,100996,26.568778261641427,-8.075521631405948,28.0
464,144361,40673,100997,28.45427769066566,-7.331772258431664,11.0
465,144388,40676,100997,30.68805446922704,-7.475033647110879,27.0
466,144400,40685,100976,39.55194341728342,-28.15749423328325,12.0
467,144427,40665,100980,19.84952152007515,-23.92131811192004,27.0
468,144454,40689,100989,43.92670895940535,-15.158677461893788,27.0
469,144466,40673,101009,27.56406146084621,4.731177697677598,12.0
470,144489,40669,100998,23.36468389927114,-5.7641842203106215,23.0
471,144502,40665,100993,18.92256481622708,-10.647223674607083,13.0
472,144527,40674,101006,28.36933135651033,1.990502503704621,25.0
473,144549,40670,100992,23.82863427507687,-11.864745585109633,22.0
474,144575,40667,100999,20.591877530894067,-4.793771984441456,26.0
475,144582,40675,100995,28.468708078445676,-8.762781735635187,7.0
477,144630,40674,100993,27.44475173162461,-10.834194010526652,28.0
478,144640,40694,100999,46.93113769215428,-4.807411396797889,10.0
479,144666,40669,101004,21.94794599979099,0.4346769672233403,26.0
480,144695,40679,101006,31.28373663091886,2.322569592796361,29.0
481,144702,40708,101011,59.88019565357857,7.222824531346742,7.0
483,144749,40670,101004,21.75913759149361,0.260188077451404,27.0
484,144762,40668,101006,19.52794612358113,2.366379557546205,13.0
486,144805,40679,101000,30.947035503517544,-4.027035285781127,23.0
487,144831,40674,101013,25.623086668221397,9.160865828679103,26.0
488,144848,40671,101028,22.77640727366032,24.203724994463645,17.0
489,144860,40682,100993,33.68495720823312,-10.772222595763036,12.0
491,144918,40672,100978,23.282887137282,-25.653665528812365,38.0
492,144929,40674,100965,25.037584671089643,-38.48942050108902,11.0
493,144939,40662,100964,12.91108579842556,-39.354575708800105,10.0
494,144966,40674,100956,23.940409822036926,-47.05083998125309,27.0
495,144987,40673,100956,23.10982194538125,-46.66636214488176,21.0
496,145004,40670,100962,20.197781646475462,-40.50131565648853,17.0
497,145019,40666,100975,16.07858561680137,-27.55452552146809,15.0
499,145062,40662,100976,11.68975320740445,-26.239833544167336,23.0
500,145086,40678,100974,28.05939365996168,-27.71858809436183,24.0
501,145099,40679,100978,28.610529768712624,-23.809179665735343,13.0
502,145123,40676,100969,25.75396517926125,-32.92027847289338,24.0
503,145145,40688,100990,37.62397572004125,-11.856153255269412,22.0
504,145159,40682,100982,31.272325535921183,-19.813788620607536,14.0
505,145196,40669,100969,17.681656792127228,-32.3109497015024,37.0
506,145210,40673,100964,21.93229968743148,-37.15787346642225,14.0
507,145220,40662,100974,11.044101830492908,-27.122259164493467,10.0
508,145244,40669,100989,18.02502548918433,-12.335445325304589,24.0
511,145307,40687,100980,35.37598593435419,-20.743843385607363,23.0
513,145354,40677,100986,25.10127133513291,-15.055513192198912,27.0
514,145368,40674,100976,21.91523790904406,-24.75254125789202,14.0
515,145390,40687,100988,34.28542478115543,-12.478758158287476,22.0
516,145402,40680,100927,27.400332332775044,-73.28685492606672,12.0
517,145424,40668,100973,16.188659347596335,-27.25650130330126,22.0
518,145448,40671,100972,17.857380656597066,-27.840471622821955,24.0
519,145463,40676,100983,22.944568688983765,-16.887437157761493,15.0
520,145491,40672,100976,18.74895934200181,-24.21143615763319,28.0
522,145521,40678,100968,24.328321568567542,-31.512163762135188,10.0
523,145544,40667,100987,13.760309145780596,-12.171382427131082,23.0
524,145567,40665,100971,11.737578336410976,-28.67166648641793,23.0
525,145579,40682,100987,28.181557696437256,-12.491812474901897,12.0
527,145632,40672,100963,18.079468961120497,-36.08122302926464,33.0
528,145654,40667,100985,12.96651226709993,-13.86146226724468,22.0
529,145669,40667,100982,12.850038551808392,-16.85208748154258,15.0
530,145683,40675,100971,21.079017048337327,-28.082318235036382,14.0
531,145706,40673,100963,18.88086516734428,-35.73425110424315,23.0
532,145732,40669,100959,15.266969397295622,-39.469735149452895,26.0
533,145747,40682,100931,27.59841524478973,-66.7206501520693,15.0
534,145768,40664,100948,10.07790275297938,-50.01127980534571,21.0
535,145786,40670,100953,16.232308661246353,-45.086794319241214,18.0
537,145829,40660,100956,5.259481649360799,-41.20074573997192,23.0
538,145852,40634,100941,-20.94635212935996,-55.93774340124912,23.0
539,145862,40664,100966,8.921551799538323,-30.809125408402306,10.0
540,145885,40678,100935,23.24303065389855,-61.58841159895108,23.0
541,145903,40666,100945,11.144052219856002,-51.402467692444446,18.0
542,145936,40660,100923,5.36833833692659,-72.89489265815533,33.0
543,145946,40676,100941,21.09679552440224,-54.54580626895719,10.0
544,145968,40731,100956,75.74428961719127,-39.27193310098469,22.0
545,145987,40657,100935,1.7560897609714283,-60.02442519177719,19.0
546,146011,40653,100942,-1.975649555607528,-53.05312735612236,24.0
547,146021,40662,100935,6.987884695689125,-59.769670197583736,10.0
548,146047,40669,100936,13.592450870483038,-58.158684908681295,26.0
549,146075,40662,100942,6.656595774247138,-52.10250363395753,28.0
550,146085,40670,100930,14.63737397115232,-63.88404573343923,10.0
552,146130,40655,100946,-0.4897442295270529,-47.29491666777467,25.0
553,146140,40663,100977,7.421546774250727,-16.14611546281156,10.0
554,146163,40676,100932,20.18150519606885,-60.90945603047615,23.0
555,146191,40665,100942,8.83096217580483,-50.505145359418194,28.0
556,146204,40661,100930,4.93817175836887,-62.28695707055032,13.0
557,146235,40661,100947,5.02313210029793,-45.22482814375455,31.0
558,146256,40660,100946,4.058931778995415,-46.02925378714877,21.0
559,146271,40652,100945,-3.990704124748763,-46.55894453523948,15.0
560,146283,40606,100932,-49.954410431944176,-59.06226339294208,12.0
561,146308,40656,100941,1.0997886625948112,-50.20799153844438,25.0
562,146322,40659,100937,3.990306422049263,-54.067148552527904,14.0
563,146336,40666,100940,10.460338341281574,-50.62556539016257,14.0
564,146362,40660,100946,4.505390029323289,-44.351064352162815,26.0
565,146393,40655,100941,-1.1566739449902173,-48.74722210910627,31.0
566,146411,40667,100921,10.826947038822354,-68.39672946804392,18.0
567,146425,40671,100933,14.82706492024472,-56.45029431173798,14.0
568,146446,40660,100925,4.160808642244951,-64.58042355074684,21.0
569,146469,40649,100930,-6.570114117156525,-58.90583746017915,23.0
570,146490,40671,100928,15.11698151160786,-60.259444358180055,21.0
571,146504,40665,100895,8.920467747210395,-92.92417682207464,14.0
572,146537,40650,100933,-5.675418705198103,-55.18183344488633,33.0
573,146554,40665,100929,9.547169505827563,-58.85087842740641,17.0
574,146567,40587,100897,-68.25994150364936,-90.15292068801516,13.0
575,146589,40662,100897,6.551282718959801,-89.70741863406018,22.0
576,146601,40634,100904,-21.564180023472304,-82.36673887057621,12.0
577,146624,40656,100895,0.717086461056029,-90.94814817300654,23.0
578,146645,40657,100891,1.502292327018079,-94.26401470151308,21.0
579,146662,40652,100893,-3.638358464568512,-91.94744390611808,17.0
581,146705,40658,100902,2.3426532824556627,-82.19030832104951,23.0
582,146734,40659,100893,3.224311843101308,-90.38759605372216,29.0
583,146747,40655,100871,-0.0188914420176753,-111.81056248255764,13.0
584,146774,40654,100887,-0.3408936007183754,-95.92176256960792,27.0
585,146789,40650,100881,-4.130729702546461,-100.7858579030972,15.0
586,146818,40657,100894,1.3145317144740791,-87.66430453091898,29.0
587,146824,40656,100917,0.4706125904231131,-64.49269469986655,6.0
589,146868,40656,100886,0.7539725567739608,-94.37656940948622,24.0
590,146886,40670,100895,14.661339698944392,-84.89514931893224,18.0
591,146910,40654,100891,-1.2108564946677296,-88.73748846880416,24.0
592,146924,40661,100884,5.810219546123408,-95.3747909737827,14.0
593,146947,40658,100884,2.285069456908779,-94.49448663296616,23.0
594,146966,40664,100892,8.003470192917154,-85.92246636869554,19.0
597,147033,40647,100884,-7.948724670045864,-93.10819111504564,27.0
598,147046,40653,100920,-2.670838714505765,-56.50488282629463,13.0
599,147072,40651,100888,-5.041222984497717,-87.96877431644823,26.0
600,147087,40635,100891,-20.47130188730701,-84.71097058189326,15.0
601,147109,40655,100896,-0.1377191813905978,-79.65202657040567,22.0
602,147134,40661,100899,5.625769258790188,-76.22620691635103,25.0
604,147169,40661,100882,4.944905780592359,-91.93544813032538,15.0
605,147184,40664,100891,8.294115875289954,-82.68672865334658,15.0
606,147209,40659,100899,3.4303356604700217,-74.62231978394466,25.0
607,147224,40668,100899,12.18828596549868,-74.30864297963733,15.0
608,147246,40673,100892,17.394197176177563,-80.87361466596867,22.0
610,147297,40652,100906,-3.2682264717698413,-65.98741184886518,31.0
611,147314,40650,100900,-5.364690334438438,-71.91009115939704,17.0
612,147327,40651,100892,-5.033041724482598,-79.34973984067013,13.0
613,147353,40654,100875,-2.8486512467747147,-95.35739732627628,26.0
614,147366,40657,100891,1.0038935531947302,-79.4997691238258,13.0
615,147381,40658,100876,2.252005058146384,-94.15182436776806,15.0
616,147407,40639,100836,-16.55138950493407,-133.06774847815535,26.0
617,147422,40656,100850,0.4359787660755327,-118.43261106107776,15.0
619,147472,40653,100842,-2.7175645762203917,-125.80172659329294,30.0
620,147485,40668,100840,12.58964798771419,-127.04713865204508,13.0
621,147511,40649,100838,-6.630710528454516,-128.11510752963844,26.0
622,147523,40680,100825,24.432673339524523,-140.5086925777859,12.0
623,147545,40644,100821,-11.534726358594188,-143.99763746853571,22.0
624,147560,40652,100818,-3.822822389955001,-146.3479435571086,15.0
626,147612,40642,100847,-13.641488734967206,-115.89596213282884,32.0
627,147625,40640,100823,-16.295444739293703,-138.90895093367584,13.0
628,147652,40648,100822,-7.476922614360238,-139.29830054110556,27.0
629,147666,40646,100822,-9.569845079771016,-138.95757895463515,14.0
630,147684,40648,100818,-8.018992149338803,-142.50552524403795,18.0
632,147737,40645,100820,-10.85332708947751,-138.5127157355135,33.0
633,147754,40661,100814,5.12277063566575,-143.91611395831924,17.0
634,147766,40640,100813,-15.581785389541665,-144.54012514266853,12.0
635,147782,40636,100818,-18.972255227851644,-139.05914971582686,16.0
636,147808,40646,100800,-9.938997954366885,-155.96052900853564,26.0
637,147824,40635,100815,-20.74576034683145,-139.95558604161243,16.0
638,147847,40648,100816,-7.163619557061363,-138.31192533840235,23.0
639,147879,40636,100800,-18.95442463022052,-153.79430971260044,32.0
641,147917,40632,100845,-23.43558645971839,-107.35332359840496,18.0
642,147930,40574,100781,-80.50220511000755,-170.60713492790836,13.0
643,147944,40641,100795,-13.191025185466591,-155.8556758533047,14.0
644,147970,40640,100807,-13.875108906853088,-142.96531926676704,26.0
645,147985,40633,100791,-20.866687878220013,-158.12568200411863,15.0
646,148007,40641,100802,-13.162834808441197,-146.6969159726789,22.0
647,148035,40628,100793,-26.742912623870275,-154.83151587752172,28.0
648,148047,40649,100779,-6.02535725904203,-167.9152739502027,12.0
650,148095,40629,100771,-25.796962688634885,-174.62059513226598,28.0
651,148109,40672,100768,16.99498792109733,-176.82488418923435,14.0
652,148140,40630,100759,-23.349960386977024,-184.8808938386156,31.0
653,148145,40644,100755,-9.19485047181009,-187.9044602809344,5.0
