seq,timestamp_ms,red,ir,red_corrected,ir_corrected,Outlier_Column
5755,250291,40368,99140,-148.43226765249287,-463.90760769693617,ir
5756,250317,40363,99127,-152.22766040179872,-474.5444017577513,ir
5757,250337,40361,99134,-153.10232243497052,-465.1987918449356,ir
5758,250366,40365,99138,-146.50622924330932,-459.6807365110405,ir
5759,250369,40378,99134,-132.56631344822247,-461.4180690217194,ir
5760,250389,40415,99263,-94.00332970111552,-331.38225791736227,ir
5761,250421,40365,99130,-140.71697317017748,-462.74319107816194,ir
5762,250422,40381,99112,-123.91773821543396,-478.2997863142044,ir
5763,250442,40350,99127,-153.54914475127833,-460.188492632594,ir
5764,250462,40366,99110,-136.3258524176945,-473.9614172825433,ir
5765,250482,40351,99103,-150.03147686216232,-477.7115029928711,ir
5766,250508,40360,99097,-141.4796809687403,-478.106783692395,ir
5767,250539,40345,99102,-155.4198441358751,-470.3304988304114,ir
5768,250555,40345,99106,-156.0439474523812,-464.79432736031606,ir
5769,250571,40365,99144,-132.92257044383004,-427.52217987124754,ir
5770,250594,40356,99158,-141.36422557859987,-412.1279398996994,ir
5771,250617,40376,99177,-121.45536689803664,-391.29906189277744,ir
5772,250637,40387,99201,-110.55748491893598,-365.4977948473482,ir
5773,250657,40393,99209,-104.692832934161,-355.7459504940917,ir
5774,250675,40377,99252,-119.53950205689604,-310.6581963992664,ir
5775,250696,40387,99244,-107.7184217715141,-316.4079005194722,ir
5776,250712,40394,99248,-101.04370666045376,-310.0098615869085,ir
5777,250729,40390,99234,-104.089311377556,-322.1834910570453,ir
5778,250748,40391,99224,-102.0090295544507,-330.61037162146835,ir
5779,250768,40407,99213,-85.49657733499829,-339.928505371206,ir
5780,250799,40371,99198,-120.11668935253708,-353.6366125274969,ir
5781,250815,40385,99191,-105.77101306985136,-358.8875553431066,ir
5782,250836,40378,99191,-112.34048018967076,-356.46295942372825,ir
5783,250858,40378,99187,-112.14787694910584,-358.27839504293,ir
5784,250875,40374,99189,-115.92062982363282,-354.43997333373693,ir
5785,250895,40375,99178,-115.00748909001756,-363.7314770702261,ir
5786,250910,40372,99164,-117.5443670121174,-376.0952201375652,ir
5787,250930,40373,99175,-115.91519802244986,-363.73690881004745,ir
5788,250962,40362,99170,-126.5104688877031,-366.2623719059381,ir
5789,250983,40367,99148,-120.5438074539621,-386.2169947426891,ir
5790,251000,40373,99154,-112.67939868958791,-378.739786611669,ir
5791,251016,40366,99153,-117.72687536240824,-378.0219604619426,ir
5792,251032,40364,99152,-118.68942304388,-376.827144042912,ir
5793,251057,40362,99143,-119.94077461499504,-383.6602858252021,ir
5794,251077,40365,99123,-116.27613276028032,-401.5004893061338,ir
5795,251094,40347,99132,-134.03478591387304,-390.2946311708963,ir
5796,251113,40343,99131,-138.43670921204674,-388.9272349387681,ir
5797,251128,40351,99128,-129.55535032838722,-390.0518669378171,ir
5798,251148,40351,99138,-128.4015372938004,-378.3725935214755,ir
5799,251184,40351,99155,-128.2770061100912,-359.5434714882296,ir
5800,251204,40355,99158,-123.79350085204037,-355.12022777341485,ir
5801,251220,40356,99151,-121.57112535139268,-360.3631122053706,ir
5802,251236,40351,99149,-126.066153792822,-360.26661350628694,ir
5803,251254,40359,99143,-117.52028149599964,-364.0678842791108,ir
5804,251274,40344,99147,-131.8847330201935,-357.8636430453881,ir
5805,251291,40355,99134,-119.84555442397917,-369.0984590423259,ir
5806,251311,40340,99138,-133.83191069674925,-363.6562279398548,ir
5807,251329,40342,99128,-131.01247585049546,-371.5905764410828,ir
5808,251349,40327,99128,-145.65639597023602,-369.76428734477264,ir
5809,251384,40347,99124,-124.58416770546316,-371.785074870011,ir
5810,251404,40334,99134,-136.86636698299037,-360.0511421617279,ir
5811,251420,40335,99113,-135.79106951530625,-378.7082511847781,ir
5812,251437,40338,99112,-131.50267912865664,-378.0702832975528,ir
5813,251458,40332,99118,-136.2106878334278,-370.4702724870173,ir
5814,251478,40339,99111,-128.30672331236602,-375.6500214260165,ir
5815,251498,40335,99112,-131.38645684531727,-372.8444704062119,ir
5816,251515,40323,99109,-144.29637773389334,-372.6456709350827,ir
5817,251538,40336,99105,-129.79207863742232,-375.7961357717293,ir
5818,251556,40338,99114,-126.56506820324748,-364.7365295271129,ir
5819,251573,40325,99113,-139.169482934313,-363.8241119954753,ir
5820,251590,40340,99098,-123.37801993351609,-377.3392034425078,ir
5821,251608,40337,99120,-125.4990695118606,-353.1174617764456,ir
5822,251619,40338,99112,-124.3398280962808,-359.089167286463,ir
5823,251639,40333,99105,-129.04995669839704,-364.18863876813685,ir
5824,251676,40334,99113,-126.71248533206814,-354.3976633004348,ir
5825,251693,40338,99104,-121.42225798921471,-361.35500714695365,ir
5826,251714,40333,99119,-125.87708837059031,-344.54951405579504,ir
5827,251729,40326,99100,-132.33957956272246,-361.6933467969218,ir
5828,251749,40345,99100,-113.36713177110374,-360.1006078153696,ir
5829,251783,40322,99104,-134.93884442529662,-354.44872434882444,ir
5830,251803,40316,99107,-140.28791206093024,-349.3107873845197,ir
5831,251815,40323,99102,-132.6751787057704,-352.3874919049029,ir
5832,251835,40327,99102,-128.2773396814861,-350.5735733650313,ir
5833,251855,40329,99093,-125.89316499599046,-357.7237368729832,ir
5834,251876,40324,99115,-130.49096476862758,-333.9914183013758,ir
5835,251897,40313,99110,-140.4621045681275,-337.51050490173924,ir
5836,251916,40322,99104,-130.05210104629833,-341.52012967288334,ir
5837,251933,40328,99108,-123.09339731862497,-335.72150758811733,ir
5838,251953,40335,99113,-115.15967104345506,-328.96286674005347,ir
5839,251978,40335,99089,-114.52177933915644,-351.13280202246017,ir
5840,251998,40326,99087,-122.90798486394392,-351.314472451563,ir
5841,252018,40326,99098,-122.29773535821558,-338.5602451460093,ir
5842,252044,40324,99092,-123.87664087488888,-342.8386155807768,ir
5843,252062,40320,99099,-127.51856758648232,-334.1938735531669,ir
5844,252079,40332,99097,-114.9669406355396,-334.29465828265614,ir
5845,252088,40322,99103,-124.23445843392506,-326.5470469623782,ir
5846,252108,40329,99100,-116.29660925216808,-328.02050009705016,ir
5847,252133,40324,99089,-120.41109431236488,-337.38722571384767,ir
5848,252153,40331,99090,-112.7237857382064,-334.6540746829772,ir
5849,252173,40329,99087,-114.02975717956264,-335.9146016273819,ir
5850,252204,40321,99078,-121.54960109245184,-343.0553675479318,ir
5851,252220,40312,99036,-130.02859233177054,-382.8050312886333,ir
5852,252232,40317,99088,-124.07787591648552,-329.13204264748214,ir
5853,252252,40306,99083,-133.7646224293606,-332.55189480571545,ir
5854,252288,40302,99064,-137.88957084601168,-349.8090056683209,ir
5855,252308,40305,99072,-135.0360108898755,-340.0431248642681,ir
5856,252325,40310,99065,-128.82732648354926,-345.4992209606266,ir
5857,252341,40297,99017,-140.4682432419512,-391.5115658075805,ir
5858,252357,40303,99069,-133.42098063422944,-337.57990186932824,ir
5859,252373,40299,99072,-136.4871397237708,-332.7424232356253,ir
5860,252408,40302,99066,-132.34063143028573,-337.0861582190686,ir
5861,252414,40302,99066,-131.52447988299716,-335.3742023670296,ir
5862,252434,40307,99068,-125.59722229583778,-331.7584340892824,ir
5863,252454,40315,99065,-116.7135860666017,-333.1362682980808,ir
5864,252474,40303,99060,-128.50259307299442,-336.43189694390776,ir
5865,252490,40300,99070,-131.38209575491743,-324.5290637658251,ir
5866,252522,40282,99055,-148.6447247253696,-337.92123862502865,ir
5867,252529,40293,99061,-136.89348072901484,-330.1226972976627,ir
5868,252549,40311,99059,-118.21171510004348,-330.1678175919653,ir
5869,252570,40314,99063,-114.45444188830275,-324.4391979002151,ir
5870,252590,40307,99054,-120.57156904965892,-331.89580295886964,ir
5871,252610,40293,99054,-133.6221714110874,-330.36101706100214,ir
5872,252634,40292,99054,-133.96379434251986,-328.3992986430591,ir
5873,252650,40301,99049,-124.48024408381214,-331.8438358709461,ir
5874,252681,40284,99052,-140.95448895516265,-326.76323627904753,ir
5875,252707,40303,99054,-120.57812074515982,-323.4818860214031,ir
5876,252717,40292,99038,-130.97528964717333,-337.50144660015616,ir
5877,252737,40289,99063,-133.6175314969253,-310.3163023807912,ir
5878,252759,40285,99037,-136.2352099249612,-335.30307099100344,ir
5879,252788,40296,99040,-124.76887341985164,-330.27973552523514,ir
5880,252789,40294,99027,-126.0631176684877,-341.48722671612387,ir
5881,252809,40281,99010,-138.4051795711609,-356.65471662733944,ir
5882,252832,40285,99027,-132.95106215195491,-338.21524311332644,ir
5883,252851,40276,99014,-141.3524265224639,-349.3255775724818,ir
5884,252871,40272,99011,-144.87934551290363,-350.37604908221624,ir
5885,252891,40278,99015,-138.44035237250748,-344.45559861324693,ir
5886,252920,40281,99012,-134.7681617344458,-345.5832826150815,ir
5887,252936,40284,99007,-130.2100745095315,-349.3704492053736,ir
5888,252952,40282,99007,-130.65179494168888,-347.67934583839667,ir
5889,252972,40271,98996,-141.32944389357164,-356.63156294675434,ir
5890,252992,40251,98998,-160.974624994204,-352.55827854413707,ir
5891,253015,40270,98990,-141.42971301791795,-358.72363817618515,ir
5892,253035,40269,99001,-141.6430282805291,-346.12170122656534,ir
5893,253055,40272,98985,-137.87534727148667,-360.4487289951469,ir
5894,253075,40272,98997,-137.0095298290061,-346.62753049661933,ir
5895,253091,40266,98976,-142.48374407539524,-365.50592312807714,ir
5896,253123,40268,98982,-139.0118438715883,-357.7751281941788,ir
5897,253148,40266,98985,-140.82893510404134,-352.65198294489335,ir
5898,253156,40265,98974,-141.24602927766455,-361.67718645966215,ir
5899,253176,40254,98997,-151.2541100724713,-337.11640047355775,ir
5900,253196,40256,98977,-148.27643091665678,-355.46435687272947,ir
5901,253218,40265,98984,-138.20367266944612,-346.7099807333713,ir
5902,253238,40249,98969,-152.99930535612148,-359.7818053028878,ir
5903,253254,40266,98989,-135.04838272178233,-338.1702371644328,ir
5904,253270,40256,98977,-144.60936771497893,-348.3707958053684,ir
5905,253291,40259,98981,-141.3378101651115,-342.5394663436103,ir
5906,253311,40258,98971,-142.0329384235375,-350.6665733116939,ir
5907,253333,40257,98983,-142.76470957377128,-336.92041745876713,ir
5908,253353,40256,98993,-143.43159073517467,-325.3161984493377,ir
5909,253384,40257,98974,-141.01194541845598,-342.7291233502392,ir
5910,253400,40254,98975,-142.98033757758165,-339.64805032710774,ir
5911,253416,40258,98976,-138.26051283565505,-336.8042245926324,ir
5912,253432,40254,98980,-141.33274151791596,-331.3396816600501,ir
5913,253448,40249,98976,-145.54499815399714,-333.6475697883415,ir
5914,253468,40264,98988,-129.87832327305622,-319.986863863769,ir
5915,253500,40262,98990,-132.71479401426916,-316.1722097745494,ir
5916,253520,40277,98992,-118.2940989980204,-312.4102180361696,ir
5917,253537,40271,98990,-123.65357666334774,-312.73608024995394,ir
5918,253553,40257,99007,-136.68589222116364,-293.78487250931124,ir
5919,253581,40262,99023,-130.30111431931832,-276.26012076897393,ir
5920,253601,40265,99050,-125.63925107639643,-247.93179796723857,ir
5921,253615,40273,99021,-116.37891575307393,-275.51810694633934,ir
5922,253635,40268,99030,-120.10231271843628,-265.33117757452004,ir
5923,253655,40279,99061,-107.88415455014892,-233.306194828266,ir
5924,253675,40281,99076,-104.48557686582411,-217.7588647190347,ir
5925,253691,40274,99084,-110.19075940322584,-208.5524788715942,ir
5926,253722,40287,99105,-95.72049486462508,-186.8409675762037,ir
5927,253743,40273,99110,-109.52245703413512,-180.91038204559416,ir
5928,253763,40282,99122,-100.54916945639263,-168.03166070172435,ir
5935,253900,40291,99122,-94.00000710112556,-167.12243207520223,ir
5936,253920,40296,99125,-88.46985797217901,-163.221068061068,ir
5937,253940,40284,99133,-99.8823295310813,-154.36406068349123,ir
5929,253773,40287,99125,-96.33705548310353,-161.59283679932074,ir
5930,253793,40291,99136,-91.79626423062837,-149.78931515547688,ir
5931,253813,40298,99132,-84.29317693441224,-152.9698111198692,ir
5932,253845,40295,99124,-86.77760507467427,-160.1144046044234,ir
5933,253861,40282,99109,-99.1996110742384,-174.18827512156227,ir
5934,253877,40297,99146,-83.69950704380425,-136.45177628610932,ir
5935,253900,40291,99122,-89.16559139793583,-159.56742140853896,ir
5936,253920,40296,99125,-83.65961434750177,-155.7038324477418,ir
5937,253940,40284,99133,-95.09613712453032,-146.8844112482281,ir
5938,253952,40313,99137,-65.78934890982475,-142.09400566455366,ir
5939,253972,40311,99135,-67.89819269113812,-143.25762863961674,ir
5940,254003,40300,99141,-79.03768238409103,-136.53363921404235,ir
5941,254019,40302,99144,-76.79726197534859,-132.91091601237306,ir
5942,254038,40302,99156,-75.95497336106605,-120.45815354978618,ir
5943,254058,40310,99157,-67.04712792413677,-119.03420083044296,ir
5944,254084,40315,99163,-61.944404750084885,-112.0396385262443,ir
5945,254104,40315,99160,-62.2234629161699,-113.79847028857566,ir
5946,254122,40307,99161,-69.3346395309359,-112.40901692433144,ir
5947,254138,40295,99153,-80.26037939370259,-120.07089688186892,ir
5948,254154,40297,99154,-77.9010853970374,-118.59289649207795,ir
5949,254183,40305,99161,-70.00722572322825,-110.69876698069996,ir
5950,254203,40306,99132,-68.67147696286528,-139.06707653323647,ir
5951,254213,40321,99174,-53.18316752275909,-96.5153402055152,ir
5952,254233,40313,99161,-60.34857902618494,-108.82199286062396,ir
5953,254253,40305,99161,-67.47589006281655,-108.13163895780724,ir
5954,254272,40304,99164,-67.30614388245245,-104.96662294525602,ir
5955,254303,40303,99170,-67.33790970023469,-98.24692511083089,ir
5956,254319,40309,99167,-60.75955740828512,-100.59186179746996,ir
5957,254337,40311,99178,-59.42805025246959,-89.1405787973227,ir
5958,254357,40306,99172,-65.36466416994102,-94.68392098944132,ir
5959,254388,40305,99165,-67.44490463070196,-101.30789664199747,ir
5960,254408,40310,99145,-62.78441947318128,-120.7999943864089,ir
5961,254424,40291,99149,-79.53331746873694,-115.70569887994236,ir
5962,254440,40360,99128,-9.65436501786606,-135.71573613440114,ir
5963,254457,40292,99126,-76.20545666461248,-137.13062100960536,ir
5964,254473,40289,99124,-78.247369005165,-138.59310505842345,ir
5965,254493,40287,99124,-79.74335226327128,-137.76372932197378,ir
5966,254513,40298,99124,-68.5626253739425,-136.74918831595411,ir
5967,254533,40289,99124,-77.33903245058062,-135.7383478404402,ir
5968,254562,40297,99118,-69.05892865825322,-141.01361030813572,ir
5969,254581,40297,99121,-68.60645564538345,-137.64232996835725,ir
5970,254597,40283,99108,-82.33002360464826,-150.02424320893843,ir
5971,254623,40290,99106,-75.59405112621836,-151.09414368616268,ir
5972,254634,40288,99080,-77.2538091622992,-176.0527878493851,ir
5973,254654,40276,99103,-88.80008480098765,-152.04981712599238,ir
5974,254675,40287,99096,-76.9642392869903,-158.19146542613737,ir
5975,254695,40281,99078,-81.8019545898144,-175.37983898343154,ir
5976,254715,40286,99101,-75.66712522740843,-151.6878830120477,ir
5977,254734,40280,99081,-80.87235912466618,-170.62894751255536,ir
5978,254768,40275,99078,-85.18108088614412,-173.19317774427788,ir
5979,254772,40277,99091,-82.84147763744679,-159.30439503511985,ir
5980,254792,40290,99073,-70.33303352763325,-176.063550108279,ir
5981,254811,40287,99078,-73.41849830566848,-170.18892729130047,ir
5982,254851,40281,99083,-78.42024553567109,-164.18083982957972,ir
5983,254871,40289,99099,-69.45146079684895,-147.25035658417562,ir
5984,254874,40286,99095,-71.95655999937823,-150.4306567101023,ir
5985,254894,40282,98942,-75.56609477410385,-301.92792239134724,ir
5986,254929,40273,99079,-84.04727787114032,-164.4726470518218,ir
5987,254930,40269,99088,-87.55562323861783,-154.6593728690773,ir
5988,254950,40360,99097,3.1195436791736704,-144.9513316101234,ir
5989,254970,40276,99091,-80.5956230953934,-150.03294708769914,ir
5990,254990,40278,99091,-78.32321399430707,-149.1185877798158,ir
5991,255013,40275,99100,-81.11216380480656,-138.93020995814007,ir
5992,255044,40281,99078,-73.96372748296307,-160.4257451714284,ir
5993,255060,40272,99088,-83.02316863570468,-149.56430350219486,ir
5994,255076,40282,99093,-72.20956966015216,-143.89703656381442,ir
5995,255103,40281,99068,-72.63188564098924,-167.86205135915216,ir
5996,255123,40277,99091,-76.11468453608026,-143.96072918245,ir
5997,255144,40283,99097,-69.60959841283594,-137.28624654101034,ir
5998,255164,40269,99175,-83.02768058035996,-59.14450979792001,ir
5999,255181,40282,99101,-69.2571200947095,-132.6963701431259,ir
6000,255197,40273,99093,-77.60911742254028,-139.9540454980383,ir
6001,255213,40276,99108,-74.27921445562842,-123.97556137436248,ir
6002,255240,40295,99110,-55.5133797754644,-120.77493407705168,ir
6003,255260,40281,99103,-69.1946852354042,-127.26807171098284,ir
6004,255280,40283,99099,-66.88812995420659,-130.7446753873089,ir
6005,255296,40282,99098,-67.43544598960986,-131.1306682712473,ir
6006,255316,40279,99079,-69.84333844169322,-149.39906489090816,ir
6007,255332,40274,99096,-73.90106655277259,-131.75488164899417,ir
6008,255363,40281,99097,-66.43729067451943,-129.96400941008056,ir
6009,255386,40274,99074,-73.046166311133,-151.93287399561055,ir
6010,255410,40268,99081,-79.25223633139426,-144.06643612951785,ir
6011,255430,40276,99072,-71.497376849198,-152.1992998874786,ir
6012,255450,40274,99063,-73.73469430000482,-160.29125645175102,ir
6013,255469,40251,99061,-95.94880832678616,-161.77639664646418,ir
6014,255485,40252,99199,-94.115878904532,-23.602551167175733,ir
6015,255501,40267,99060,-77.83136626433885,-161.62826643339253,ir
6016,255517,40272,99060,-71.95011620470804,-160.9117061222148,ir
6017,255543,40266,99067,-76.34814773907026,-152.99088032426357,ir
6018,255566,40281,99063,-61.31897747878084,-156.17223708762845,ir
6019,255586,40271,99059,-71.45119831650436,-159.36018630296002,ir
6020,255606,40285,99075,-57.655627065953766,-142.6324008665603,ir
6021,255626,40254,99055,-88.40573008757421,-161.80465055661443,ir
6022,255642,40270,99084,-71.5922505275367,-132.18338931559043,ir
6023,255658,40267,99073,-73.5017840509006,-142.4802890635245,ir
6024,255674,40281,99070,-56.951422953563664,-145.19672223434554,ir
6025,255694,40269,99069,-69.36340769943367,-145.13189500668844,ir
6026,255714,40270,99086,-69.20835087704097,-127.0468824706324,ir
6027,255734,40273,99088,-67.07045083847433,-123.97532210586618,ir
6028,255764,40276,99075,-64.00554273183268,-136.91494122753167,ir
6029,255781,40260,99085,-79.3008455886313,-126.1010066599211,ir
6030,255797,40262,99081,-76.50029251924254,-129.19151179446808,ir
6031,255813,40260,99085,-76.95136528507328,-124.77098690858308,ir
6032,255839,40273,99095,-63.21710801928271,-114.21279030475132,ir
6033,255859,40278,99068,-57.986564989576,-140.41315305194516,ir
6034,255879,40273,99088,-62.73290238989492,-119.7172980966294,ir
6035,255895,40274,99087,-61.653319154523686,-119.90571724609092,ir
6036,255915,40277,99073,-58.91409345951802,-132.834835663797,ir
6037,255935,40275,99086,-60.0156809957263,-119.40963052627382,ir
6038,255966,40284,99088,-50.63826434817115,-116.89584253217622,ir
6039,255987,40272,99086,-61.92980063348021,-118.14937725814676,ir
6040,255992,40275,99102,-58.44830200941674,-101.55819525276084,ir
6041,256012,40273,99091,-59.983382707907424,-111.8526952006098,ir
6042,256032,40283,99093,-49.57039295768397,-109.16027031030043,ir
6043,256052,40271,99096,-61.09907311099603,-105.48585520601952,ir
6044,256088,40281,99100,-51.10333909149942,-101.64271557694038,ir
6045,256103,40267,99062,-65.29225921101,-138.50467883495676,ir
6046,256119,40273,99106,-58.76269837486375,-94.00286572538096,ir
6047,256145,40283,99098,-47.75568241031009,-101.64075289653104,ir
6048,256166,40263,99089,-67.31980565870148,-109.93896442310856,ir
6049,256186,40278,99070,-52.35789525177222,-127.96227951431948,ir
6050,256206,40278,99062,-52.397714755592375,-134.94907475293255,ir
6051,256224,40264,99052,-65.91297829090945,-144.41846027408565,ir
6052,256240,40269,99053,-60.42294643683693,-142.8813581518733,ir
6053,256256,40261,99062,-68.36753822104852,-132.93353272840426,ir
6054,256283,40269,99063,-59.38884645624348,-131.4897155136892,ir
6055,256303,40264,99054,-64.0082609208037,-139.5688430716464,ir
6056,256323,40263,99069,-64.62469796616314,-123.72674049861462,ir
6057,256334,40264,99052,-63.16642238022855,-139.99458980053802,ir
6058,256354,40274,99084,-52.68416291088691,-107.493472868002,ir
6059,256387,40276,99085,-50.41184531376817,-106.08840900383537,ir
6060,256403,40258,99027,-67.47609791144207,-163.268069152887,ir
6061,256419,40267,99084,-58.06967772142447,-105.59865138105944,ir
6062,256442,40267,99071,-57.96328273558006,-117.73194721637113,ir
6063,256464,40277,99081,-47.73783961699298,-107.12665376107287,ir
6064,256484,40269,99087,-55.38938793287944,-100.64260428417988,ir
6065,256504,40269,99079,-55.04274881184725,-108.1213482861455,ir
6066,256524,40260,99093,-63.80758343842911,-93.48094297343042,ir
6067,256540,40261,99084,-62.41329885310227,-101.9614212214434,ir
6068,256556,40274,99074,-49.17155063369006,-111.41451581604996,ir
6069,256592,40262,99085,-60.88959926751594,-99.90984915178524,ir
6070,256612,40276,99110,-46.36589852202354,-74.61567924274854,ir
6071,256623,40267,99097,-54.899575074574486,-87.09011389183982,ir
6072,256643,40262,99102,-59.33414229047771,-81.39747834781224,ir
6073,256663,40270,99087,-50.81062411583821,-95.63215313536372,ir
6074,256683,40262,99090,-58.21046525487831,-92.368322874146,ir
6075,256699,40262,99092,-57.61039392724497,-90.03725674195438,ir
6076,256715,40275,99079,-44.85207436811216,-102.38203788932928,ir
6077,256731,40259,99086,-61.06366286978569,-94.67588137638728,ir
6078,256762,40273,99075,-46.589554280338575,-105.08686741725695,ir
6079,256782,40261,99099,-57.768820808049774,-80.71590659516049,ir
6080,256802,40266,99101,-51.97496451664517,-78.35723870444426,ir
6081,256825,40284,99093,-34.7165196233434,-85.76618154383877,ir
6082,256841,40267,99092,-51.34583281893458,-86.42820497686438,ir
6083,256857,40268,99088,-49.58942842613081,-90.01547949474792,ir
6084,256873,40266,99089,-51.00875956305855,-88.69285251664911,ir
6085,256897,40271,99072,-45.73625724550915,-104.99195151604812,ir
6086,256917,40272,99092,-44.48999592403785,-84.38366635872568,ir
6087,256943,40261,99098,-55.42275380940686,-77.9039119675143,ir
6088,256963,40267,99097,-49.43977057321575,-78.50621786941696,ir
6089,256979,40262,99094,-54.17510236521175,-80.90430187430258,ir
6090,256995,40254,99085,-61.50042721934452,-89.53408810820254,ir
6091,257026,40265,99078,-49.097189814618176,-95.88689116619584,ir
6092,257032,40292,99069,-21.92665065556817,-104.2808791451581,ir
6093,257052,40265,99059,-48.88932908822985,-113.64929944399675,ir
6094,257072,40243,99062,-70.7436698505379,-110.03584027596732,ir
6095,257096,40247,99062,-66.35580222813977,-109.58533481142686,ir
6096,257116,40255,99039,-57.87013841250627,-132.06469333933856,ir
6097,257148,40251,99063,-60.8294399949608,-107.5146153941466,ir
6098,257164,40243,99033,-69.53748213872043,-136.13177751261765,ir
6099,257181,40254,99058,-58.80092399269543,-110.30855061200396,ir
6100,257206,40254,99055,-58.42769084386176,-112.88027549128708,ir
6101,257226,40252,99073,-59.79707016868153,-94.63070937676594,ir
6102,257246,40261,99058,-50.21335820442446,-109.30878606652423,ir
6103,257271,40259,99075,-51.465771351969664,-91.84688878415852,ir
6104,257287,40257,99074,-52.66168008882482,-91.92966290445948,ir
6105,257303,40311,99073,1.5865176819103262,-92.22487708764176,ir
6106,257319,40260,99081,-49.317703007595625,-83.70840506493205,ir
6107,257341,40255,99097,-54.35740880179277,-67.46827903972425,ir
6108,257361,40260,99089,-49.387607898474286,-75.19335538324513,ir
6109,257388,40264,99073,-44.94170415900838,-90.87332907663117,ir
6110,257408,40268,99087,-40.054923912965066,-76.55952038175079,ir
6111,257426,40267,99076,-40.61896127200562,-86.64887382964515,ir
6112,257444,40255,99091,-52.15129441902583,-71.32260861334518,ir
6113,257461,40264,99106,-42.62162566943024,-56.07260784586448,ir
6114,257480,40261,99103,-45.68759060551503,-58.68539620948573,ir
6115,257504,40265,99090,-41.38607950507845,-71.3743172701325,ir
6116,257524,40250,99113,-55.95840887992154,-48.17813210747363,ir
6117,257553,40268,99103,-38.064318970839366,-57.45232100027224,ir
6118,257573,40265,99120,-41.140695273073725,-39.81694499103065,ir
6119,257589,40266,99112,-39.8203858977794,-47.943464686670936,ir
6120,257609,40245,99177,-59.74403601905044,16.91523908000825,ir
6121,257629,40262,99099,-42.18108971263182,-60.64918402609384,ir
6122,257641,40264,99126,-39.93562816641537,-33.46538291058607,ir
6123,257661,40256,99107,-47.71455012908658,-52.24970080328293,ir
6124,257676,40259,99088,-44.55790404749947,-70.92546233756991,ir
6125,257696,40255,99090,-48.582965041478346,-68.6609914819519,ir
6126,257716,40259,99109,-44.629672261391335,-49.49350414002684,ir
6127,257748,40266,99113,-37.21775298252601,-44.94596224455896,ir
6128,257764,40260,99122,-42.76509074862466,-35.322294563835854,ir
6129,257780,40258,99106,-44.977972950539495,-50.57444938481548,ir
6130,257795,40249,99107,-53.39524580029079,-49.45643340141443,ir
6131,257815,40252,99107,-49.585206371510296,-49.52359557824421,ir
6132,257835,40254,99115,-46.786841481559335,-41.63227073728075,ir
6133,257857,40254,99102,-47.24730621544829,-54.00297174320512,ir
6134,257879,40255,99106,-45.52832055996612,-49.7445142503831,ir
6135,257896,40250,99100,-49.66316145551141,-55.80439722971882,ir
6136,257932,40253,99099,-47.0854626747725,-55.92934810066461,ir
6137,257937,40284,99093,-16.033326175648174,-61.52675743319247,ir
6138,257957,40247,99090,-52.884265846537055,-64.11453535403663,ir
6139,257983,40255,99104,-44.3825483978405,-49.92456382197395,ir
6140,258003,40264,99076,-34.86729463538474,-77.60683531660015,ir
6141,258023,40251,99075,-47.28834598816852,-78.28632222765428,ir
6142,258040,40253,99086,-45.70012401821442,-66.95593680096708,ir
6143,258056,40250,99090,-48.63696104784146,-62.31765018980185,ir
6144,258075,40244,99088,-54.150645811079286,-64.02119332437096,ir
6145,258095,40257,99093,-39.72980786564202,-58.94721846724202,ir
6146,258112,40254,99097,-42.76366922842145,-54.59443088654906,ir
6147,258132,40257,99102,-40.34324378902339,-49.16967219441192,ir
6148,258152,40253,99083,-44.904244213272335,-67.65141158415506,ir
6149,258188,40249,99093,-47.91073841823251,-57.01445922111702,ir
6150,258204,40230,99083,-65.5592346077368,-67.11400039118793,ir
6151,258220,40261,99092,-33.50480303221942,-58.10019136927578,ir
6152,258245,40254,99090,-41.38868051140501,-59.36653139046324,ir
6153,258265,40245,99092,-51.159022146644574,-56.66288594118711,ir
6154,258291,40257,99087,-39.24945207426132,-61.2969367243821,ir
6155,258311,40286,99109,-9.796605007667562,-39.30897775836537,ir
6156,258327,40266,99104,-29.75476568214991,-43.7889408461132,ir
6157,258343,40271,99099,-25.111188432854945,-47.98747783056557,ir
6158,258359,40252,99119,-43.67364524027817,-28.00236608347642,ir
6159,258375,40248,99128,-47.03869541657773,-19.02761475051721,ir
6160,258395,40262,99134,-33.61393208858899,-12.968169041194448,ir
6161,258421,40271,99131,-23.42384460395236,-15.299881754731585,ir
6162,258441,40269,99151,-23.81132082001792,4.592219105894754,ir
6163,258469,40276,99156,-14.956672918988136,9.377900226992113,ir
6164,258478,40270,99161,-20.424395270160066,14.236791692090645,ir
6165,258498,40271,99177,-18.83110852190608,29.77236994857384,ir
6166,258524,40270,99170,-19.06226662163056,22.21222710578665,ir
6167,258548,40274,99171,-14.842085058205168,22.959018921498803,ir
6168,258570,40274,99178,-14.705737645732777,30.009791367242208,ir
6169,258586,40268,99172,-20.651501657403493,24.43788722297394,ir
6170,258605,40276,99184,-12.361617632888253,36.54501255405408,ir
6171,258629,40268,99173,-20.275874121647963,25.00386130836021,ir
6172,258645,40266,99189,-22.204651693538004,41.05523323139168,ir
6173,258661,40261,99192,-27.587362292702924,43.69621783663791,ir
6174,258677,40264,99178,-25.08994376552701,29.436377614681817,ir
6175,258696,40274,99193,-15.067884956602,44.19531183054652,ir
